product,category,avg_price,nb_concurrents,nb_occurrences,cat_total_products,cat_avg_price,cat_nb_concurrents,feat_cat_popularity,feat_price_distance,feat_occurrence_score,feat_concurrent_coverage,predicted_category,confidence_score,correct_prediction,feat_price_attractiveness,cat_score,product_score,niveau_recommandation
q-moroccan tajine – zarbia,handcrafted ceramics,76.44,1,1,262,31.49497709923664,1,0.5368852459016393,1.4270536324599863,1.0,1.0,handcrafted ceramics,0.94,True,0.4120222094088753,0.7973638311850832,0.7930520363582321,Priorite haute
q-orange blown glass cup,handcrafted ceramics,9.204,1,1,262,31.49497709923664,1,0.5368852459016393,0.7077629020411008,1.0,1.0,handcrafted ceramics,0.87,True,0.5855613790443687,0.7973638311850832,0.7929059533217815,Priorite haute
q-olive wood cutting board large,olive wood,37.44,1,1,152,40.29213157894736,1,0.3114754098360656,0.0707863147565836,1.0,1.0,olive wood,0.98,True,0.9338931458302442,0.7100095718291631,0.7926863109160702,Priorite haute
a-huile lentisque,cosmetiques et soins,12.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5193424995365469,1.0,1.0,cosmetiques et soins,0.99,True,0.6581794429531428,0.748326254990232,0.7920815559490983,Priorite haute
a-serum nails care,cosmetiques et soins,12.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5193424995365469,1.0,1.0,cosmetiques et soins,0.99,True,0.6581794429531428,0.748326254990232,0.7920815559490983,Priorite haute
q-set of white ceramics with black decoration,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.835,True,0.6645918521621917,0.7973638311850832,0.7920590006335637,Priorite haute
a-masque d'argile,cosmetiques et soins,11.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5593972879039356,1.0,1.0,cosmetiques et soins,0.995,True,0.6412733995094672,0.748326254990232,0.7916409516047309,Priorite haute
a-crème mains,cosmetiques et soins,11.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5593972879039356,1.0,1.0,cosmetiques et soins,0.995,True,0.6412733995094672,0.748326254990232,0.7916409516047309,Priorite haute
q-olive wood serving dish with five compartments,olive wood,43.68,1,1,152,40.29213157894736,1,0.3114754098360656,0.08408262864752904,1.0,1.0,olive wood,0.98,True,0.9224389115501018,0.7100095718291631,0.791540887488056,Priorite haute
a-baume à lèvres,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-déodorant naturel,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-gommage,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-cupcake savon,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-enveloppement argile,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-huile abricot,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-masque gommage,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-savon cannelle,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-savon bio,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-spray sportif,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-huile cheveux,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-masque visage,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
a-gommage poudre pépins figue barbarie,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,1.0,True,0.6252141060276221,0.748326254990232,0.7912850222565463,Priorite haute
q-olive wood artisan rectangular board,olive wood,34.32,1,1,152,40.29213157894736,1,0.3114754098360656,0.14822078645863984,1.0,1.0,olive wood,0.995,True,0.8709126431025651,0.7100095718291631,0.7901382606433022,Priorite haute
a-huile de nigelle,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,0.995,True,0.6252141060276221,0.748326254990232,0.7900350222565463,Priorite haute
q-tagine cookware - tunisian design handmade,handcrafted ceramics,53.04,1,1,262,31.49497709923664,1,0.5368852459016393,0.6840780404062436,1.0,1.0,handcrafted ceramics,0.855,True,0.5937967101327287,0.7973638311850832,0.7899794864306174,Priorite haute
a-huile végétale lin,cosmetiques et soins,12.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5193424995365469,1.0,1.0,cosmetiques et soins,0.98,True,0.6581794429531428,0.748326254990232,0.7895815559490984,Priorite haute
q-blown-glass transparent,handcrafted ceramics,9.36,1,1,262,31.49497709923664,1,0.5368852459016393,0.7028097314274092,1.0,1.0,handcrafted ceramics,0.855,True,0.5872646729366134,0.7973638311850832,0.7893262827110059,Priorite haute
q-decorated ceramic tajine,handcrafted ceramics,76.44,1,1,262,31.49497709923664,1,0.5368852459016393,1.4270536324599863,1.0,1.0,handcrafted ceramics,0.925,True,0.4120222094088753,0.7973638311850832,0.789302036358232,Priorite haute
q-olive wood measuring scoops set of four,olive wood,43.68,1,1,152,40.29213157894736,1,0.3114754098360656,0.08408262864752904,1.0,1.0,olive wood,0.97,True,0.9224389115501018,0.7100095718291631,0.7890408874880559,Priorite haute
q-olive wood cutting board - serving board,olive wood,37.44,1,1,152,40.29213157894736,1,0.3114754098360656,0.0707863147565836,1.0,1.0,olive wood,0.965,True,0.9338931458302442,0.7100095718291631,0.7889363109160702,Priorite haute
a-masque argile blanche,cosmetiques et soins,9.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.639506864638713,1.0,1.0,cosmetiques et soins,0.995,True,0.6099395016686089,0.748326254990232,0.7885075618206451,Priorite haute
q-premium 50 cm olive wood cutting board,olive wood,45.24,1,1,152,40.29213157894736,1,0.3114754098360656,0.12279986449855725,1.0,1.0,olive wood,0.98,True,0.8906306739238878,0.7100095718291631,0.7883600637254345,Priorite haute
q-olive wood mushroom design mortar and pestle,olive wood,46.8,1,1,152,40.29213157894736,1,0.3114754098360656,0.16151710034958527,1.0,1.0,olive wood,0.99,True,0.8609429854274441,0.7100095718291631,0.7878912948757901,Priorite haute
a-savon orange curcuma,cosmetiques et soins,11.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5593972879039356,1.0,1.0,cosmetiques et soins,0.98,True,0.6412733995094672,0.748326254990232,0.7878909516047308,Priorite haute
a-savon gommage,cosmetiques et soins,8.5,1,1,193,24.965803108808288,1,0.39549180327868855,0.6595342588224073,1.0,1.0,cosmetiques et soins,0.995,True,0.6025787022375737,0.748326254990232,0.7877714818775415,Priorite haute
q-large blue ceramics serving bowl,handcrafted ceramics,68.64,1,1,262,31.49497709923664,1,0.5368852459016393,1.1793951017754056,1.0,1.0,handcrafted ceramics,0.9,True,0.4588429143414004,0.7973638311850832,0.7877341068514846,Priorite haute
q-handmade blue and white ceramic bowl,handcrafted ceramics,14.04,1,1,262,31.49497709923664,1,0.5368852459016393,0.5542146130166608,1.0,1.0,handcrafted ceramics,0.825,True,0.6434117860074967,0.7973638311850832,0.7874409940180942,Priorite haute
q-tepsi – makroudh rouge,handcrafted ceramics,15.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.5046829068797446,1.0,1.0,handcrafted ceramics,0.815,True,0.6645918521621917,0.7973638311850832,0.7870590006335637,Priorite haute
a-savon bio nopal figue barbarie,cosmetiques et soins,8.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6795616530061017,1.0,1.0,cosmetiques et soins,0.995,True,0.5953934457899696,0.748326254990232,0.787052956232781,Priorite haute
a-camel soap,cosmetiques et soins,7.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7196164413734905,1.0,1.0,cosmetiques et soins,1.0,True,0.5815250284541831,0.748326254990232,0.7869161144992024,Priorite haute
a-lotion mosquitos,cosmetiques et soins,7.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7196164413734905,1.0,1.0,cosmetiques et soins,1.0,True,0.5815250284541831,0.748326254990232,0.7869161144992024,Priorite haute
a-savon romarin,cosmetiques et soins,7.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7196164413734905,1.0,1.0,cosmetiques et soins,1.0,True,0.5815250284541831,0.748326254990232,0.7869161144992024,Priorite haute
a-huile essentielle romarin,cosmetiques et soins,7.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7196164413734905,1.0,1.0,cosmetiques et soins,1.0,True,0.5815250284541831,0.748326254990232,0.7869161144992024,Priorite haute
a-deodorant naturel,cosmetiques et soins,7.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7196164413734905,1.0,1.0,cosmetiques et soins,1.0,True,0.5815250284541831,0.748326254990232,0.7869161144992024,Priorite haute
a-savon citron,cosmetiques et soins,7.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7196164413734905,1.0,1.0,cosmetiques et soins,1.0,True,0.5815250284541831,0.748326254990232,0.7869161144992024,Priorite haute
a-savon argile,cosmetiques et soins,7.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7196164413734905,1.0,1.0,cosmetiques et soins,1.0,True,0.5815250284541831,0.748326254990232,0.7869161144992024,Priorite haute
a-shampoing huile romarin,cosmetiques et soins,7.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7196164413734905,1.0,1.0,cosmetiques et soins,1.0,True,0.5815250284541831,0.748326254990232,0.7869161144992024,Priorite haute
a-baume lèvres,cosmetiques et soins,15.6,1,1,193,24.965803108808288,1,0.39549180327868855,0.37514526141394744,1.0,1.0,cosmetiques et soins,0.94,True,0.7271959029054016,0.748326254990232,0.7864832019443243,Priorite haute
q-handmade olive wood serving dish – large,olive wood,37.44,1,1,152,40.29213157894736,1,0.3114754098360656,0.0707863147565836,1.0,1.0,olive wood,0.955,True,0.9338931458302442,0.7100095718291631,0.7864363109160701,Priorite haute
a-savon géranium/huile olive,cosmetiques et soins,13.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.4792877111691581,1.0,1.0,cosmetiques et soins,0.96,True,0.6760010189022986,0.748326254990232,0.786363713544014,Priorite haute
a-savon argan jasmin,cosmetiques et soins,9.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.639506864638713,1.0,1.0,cosmetiques et soins,0.985,True,0.6099395016686089,0.748326254990232,0.786007561820645,Priorite haute
a-masque argile verte,cosmetiques et soins,8.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6795616530061017,1.0,1.0,cosmetiques et soins,0.99,True,0.5953934457899696,0.748326254990232,0.7858029562327811,Priorite haute
a-eau florale,cosmetiques et soins,8.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6795616530061017,1.0,1.0,cosmetiques et soins,0.99,True,0.5953934457899696,0.748326254990232,0.7858029562327811,Priorite haute
a-savon thala,cosmetiques et soins,8.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6795616530061017,1.0,1.0,cosmetiques et soins,0.99,True,0.5953934457899696,0.748326254990232,0.7858029562327811,Priorite haute
q-handmade ceramic tajine with traditional design,handcrafted ceramics,76.44,1,1,262,31.49497709923664,1,0.5368852459016393,1.4270536324599863,1.0,1.0,handcrafted ceramics,0.91,True,0.4120222094088753,0.7973638311850832,0.7855520363582321,Priorite haute
q-olive wood cutting board with groove - length 50cm,olive wood,43.68,1,1,152,40.29213157894736,1,0.3114754098360656,0.08408262864752904,1.0,1.0,olive wood,0.955,True,0.9224389115501018,0.7100095718291631,0.7852908874880559,Priorite haute
q-black bird ceramics handmade,handcrafted ceramics,7.8,1,1,262,31.49497709923664,1,0.5368852459016393,0.7523414375643254,1.0,1.0,handcrafted ceramics,0.845,True,0.570665041962344,0.7973638311850832,0.7851663196135789,Priorite haute
a-savon bébé,cosmetiques et soins,7.5,1,1,193,24.965803108808288,1,0.39549180327868855,0.6995890471897961,1.0,1.0,cosmetiques et soins,0.99,True,0.5883775267047413,0.748326254990232,0.7851013643242581,Priorite haute
a-hydrolat fleur d'oranger,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,0.975,True,0.6252141060276221,0.748326254990232,0.7850350222565463,Priorite haute
a-crème anti-taches brunes,cosmetiques et soins,40.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6021915747503376,1.0,1.0,cosmetiques et soins,0.975,True,0.6241450871165801,0.748326254990232,0.7849281203654421,Priorite haute
a-crème anti taches,cosmetiques et soins,40.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6021915747503376,1.0,1.0,cosmetiques et soins,0.975,True,0.6241450871165801,0.748326254990232,0.7849281203654421,Priorite haute
a-huile noyaux abricot,cosmetiques et soins,8.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6795616530061017,1.0,1.0,cosmetiques et soins,0.985,True,0.5953934457899696,0.748326254990232,0.7845529562327811,Priorite haute
a-huile pépins figue barbarie,cosmetiques et soins,30.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.2016436910764503,1.0,1.0,cosmetiques et soins,0.89,True,0.8321934425538282,0.748326254990232,0.784482955909167,Priorite haute
a-savon tbf figue barbarie,cosmetiques et soins,5.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7997260181082679,1.0,1.0,cosmetiques et soins,1.0,True,0.5556401307411905,0.748326254990232,0.7843276247279032,Priorite haute
a-savon pépins,cosmetiques et soins,5.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7997260181082679,1.0,1.0,cosmetiques et soins,1.0,True,0.5556401307411905,0.748326254990232,0.7843276247279032,Priorite haute
a-huile de romarin,cosmetiques et soins,5.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7997260181082679,1.0,1.0,cosmetiques et soins,1.0,True,0.5556401307411905,0.748326254990232,0.7843276247279032,Priorite haute
q-moroccan tajine – oriental black,handcrafted ceramics,76.44,1,1,262,31.49497709923664,1,0.5368852459016393,1.4270536324599863,1.0,1.0,handcrafted ceramics,0.905,True,0.4120222094088753,0.7973638311850832,0.784302036358232,Priorite haute
q-set of 3 olive wood candle holders,olive wood,46.8,1,1,152,40.29213157894736,1,0.3114754098360656,0.16151710034958527,1.0,1.0,olive wood,0.975,True,0.8609429854274441,0.7100095718291631,0.7841412948757901,Priorite haute
a-savon argile miel,cosmetiques et soins,7.5,1,1,193,24.965803108808288,1,0.39549180327868855,0.6995890471897961,1.0,1.0,cosmetiques et soins,0.985,True,0.5883775267047413,0.748326254990232,0.7838513643242582,Priorite haute
a-baume miel,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,0.97,True,0.6252141060276221,0.748326254990232,0.7837850222565462,Priorite haute
q-handcrafted rectangular olive wood holder,olive wood,29.64,1,1,152,40.29213157894736,1,0.3114754098360656,0.2643724940117243,1.0,1.0,olive wood,1.0,True,0.7909061647071288,0.7100095718291631,0.7833876128037587,Priorite haute
a-gommage tbf figue barbarie,cosmetiques et soins,6.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7596712297408792,1.0,1.0,cosmetiques et soins,0.99,True,0.5682879751050174,0.748326254990232,0.7830924091642858,Priorite haute
a-savon miel,cosmetiques et soins,5.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7997260181082679,1.0,1.0,cosmetiques et soins,0.995,True,0.5556401307411905,0.748326254990232,0.7830776247279032,Priorite haute
a-huile de raisin,cosmetiques et soins,5.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7997260181082679,1.0,1.0,cosmetiques et soins,0.995,True,0.5556401307411905,0.748326254990232,0.7830776247279032,Priorite haute
q-bowl set of ceramics handmade and olive wood bowl,handcrafted ceramics,18.72,1,1,262,31.49497709923664,1,0.5368852459016393,0.40561949460591223,1.0,1.0,handcrafted ceramics,0.78,True,0.7114300874721191,0.7973638311850832,0.7829928241645564,Priorite haute
a-mini-savons lait chamelle,cosmetiques et soins,15.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.39917813443438066,1.0,1.0,cosmetiques et soins,0.93,True,0.7147052797564273,0.748326254990232,0.7827341396294268,Priorite haute
q-olive wood serving tray - large,olive wood,34.32,1,1,152,40.29213157894736,1,0.3114754098360656,0.14822078645863984,1.0,1.0,olive wood,0.965,True,0.8709126431025651,0.7100095718291631,0.7826382606433022,Priorite haute
a-extrait de menthe,cosmetiques et soins,10.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.5994520762713242,1.0,1.0,cosmetiques et soins,0.965,True,0.6252141060276221,0.748326254990232,0.7825350222565463,Priorite haute
q-bowl cake ceramics handmade in tunisia,handcrafted ceramics,10.92,1,1,262,31.49497709923664,1,0.5368852459016393,0.6532780252904932,1.0,1.0,handcrafted ceramics,0.82,True,0.6048589436881269,0.7973638311850832,0.7823357097861572,Priorite haute
a-savons naturels,cosmetiques et soins,7.5,1,1,193,24.965803108808288,1,0.39549180327868855,0.6995890471897961,1.0,1.0,cosmetiques et soins,0.975,True,0.5883775267047413,0.748326254990232,0.7813513643242582,Priorite haute
a-shampoing,cosmetiques et soins,35.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.40191763291339394,1.0,1.0,cosmetiques et soins,0.925,True,0.7133086684428462,0.748326254990232,0.7813444784980687,Priorite haute
q-olive wood stemmed glass,olive wood,28.08,1,1,152,40.29213157894736,1,0.3114754098360656,0.3030897298627525,1.0,1.0,olive wood,1.0,True,0.7674068616175225,0.7100095718291631,0.781037682494798,Priorite haute
q-handcrafted olive wood soap dish,olive wood,28.08,1,1,152,40.29213157894736,1,0.3114754098360656,0.3030897298627525,1.0,1.0,olive wood,1.0,True,0.7674068616175225,0.7100095718291631,0.781037682494798,Priorite haute
a-savon gâteau,cosmetiques et soins,4.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.8397808064756567,1.0,1.0,cosmetiques et soins,0.99,True,0.5435430114719113,0.748326254990232,0.7806179128009751,Priorite haute
a-orga gold,cosmetiques et soins,15.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.39917813443438066,1.0,1.0,cosmetiques et soins,0.92,True,0.7147052797564273,0.748326254990232,0.7802341396294268,Priorite haute
q-olive wood rectangle dish,olive wood,34.32,1,1,152,40.29213157894736,1,0.3114754098360656,0.14822078645863984,1.0,1.0,olive wood,0.955,True,0.8709126431025651,0.7100095718291631,0.7801382606433022,Priorite haute
q-handcrafted olive wood tray with 3 pockets,olive wood,28.08,1,1,152,40.29213157894736,1,0.3114754098360656,0.3030897298627525,1.0,1.0,olive wood,0.995,True,0.7674068616175225,0.7100095718291631,0.7797876824947979,Priorite haute
q-olive wood triple compartment tray,olive wood,28.08,1,1,152,40.29213157894736,1,0.3114754098360656,0.3030897298627525,1.0,1.0,olive wood,0.995,True,0.7674068616175225,0.7100095718291631,0.7797876824947979,Priorite haute
q-cookware set tajine pot tajine cooking,handcrafted ceramics,76.44,1,1,262,31.49497709923664,1,0.5368852459016393,1.4270536324599863,1.0,1.0,handcrafted ceramics,0.885,True,0.4120222094088753,0.7973638311850832,0.779302036358232,Priorite haute
q-olive wood large mortar and pestle,olive wood,37.44,1,1,152,40.29213157894736,1,0.3114754098360656,0.0707863147565836,1.0,1.0,olive wood,0.925,True,0.9338931458302442,0.7100095718291631,0.7789363109160702,Priorite haute
a-summer water & body mist,cosmetiques et soins,35.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.40191763291339394,1.0,1.0,cosmetiques et soins,0.915,True,0.7133086684428462,0.748326254990232,0.7788444784980687,Priorite haute
q-handmade olive wood cutting board,olive wood,28.08,1,1,152,40.29213157894736,1,0.3114754098360656,0.3030897298627525,1.0,1.0,olive wood,0.99,True,0.7674068616175225,0.7100095718291631,0.7785376824947979,Priorite haute
q-appetizer dish with berber patterns,handcrafted ceramics,21.84,1,1,262,31.49497709923664,1,0.5368852459016393,0.30655608233207987,1.0,1.0,handcrafted ceramics,0.74,True,0.7653708964525227,0.7973638311850832,0.7783869050625968,Priorite haute
a-pains lavants,cosmetiques et soins,9.7,1,1,193,24.965803108808288,1,0.39549180327868855,0.6114685127815409,1.0,1.0,cosmetiques et soins,0.95,True,0.6205519946982453,0.748326254990232,0.7783188111236086,Priorite haute
q-tajine blue sky collection designed in tunisia,handcrafted ceramics,49.92,1,1,262,31.49497709923664,1,0.5368852459016393,0.5850146281324113,1.0,1.0,handcrafted ceramics,0.79,True,0.6309090037725889,0.7973638311850832,0.7774407157946034,Priorite haute
q-pair of olive wood spoon and salad server,olive wood,29.64,1,1,152,40.29213157894736,1,0.3114754098360656,0.2643724940117243,1.0,1.0,olive wood,0.975,True,0.7909061647071288,0.7100095718291631,0.7771376128037586,Priorite haute
q-tunisian tepsi wall & serving tray,handcrafted ceramics,54.6,1,1,262,31.49497709923664,1,0.5368852459016393,0.7336097465431599,1.0,1.0,handcrafted ceramics,0.81,True,0.5768310901539477,0.7973638311850832,0.7770329244327393,Priorite haute
a-huile tbf figue barbarie,cosmetiques et soins,35.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.40191763291339394,1.0,1.0,cosmetiques et soins,0.905,True,0.7133086684428462,0.748326254990232,0.7763444784980686,Priorite haute
a-serum,cosmetiques et soins,35.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.40191763291339394,1.0,1.0,cosmetiques et soins,0.905,True,0.7133086684428462,0.748326254990232,0.7763444784980686,Priorite haute
q-round olive wood dish,olive wood,49.92,1,1,152,40.29213157894736,1,0.3114754098360656,0.2389515720516417,1.0,1.0,olive wood,0.965,True,0.807134049916132,0.7100095718291631,0.7762604013246589,Priorite haute
q-olive wood set of three non-oiled boards,olive wood,49.92,1,1,152,40.29213157894736,1,0.3114754098360656,0.2389515720516417,1.0,1.0,olive wood,0.965,True,0.807134049916132,0.7100095718291631,0.7762604013246589,Priorite haute
q-olive wood plate – handmade artisan craft,olive wood,29.64,1,1,152,40.29213157894736,1,0.3114754098360656,0.2643724940117243,1.0,1.0,olive wood,0.97,True,0.7909061647071288,0.7100095718291631,0.7758876128037586,Priorite haute
a-poudre jujubier,cosmetiques et soins,8.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.6795616530061017,1.0,1.0,cosmetiques et soins,0.95,True,0.5953934457899696,0.748326254990232,0.7758029562327811,Priorite haute
a-hydrolat cyprès,cosmetiques et soins,6.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.7596712297408792,1.0,1.0,cosmetiques et soins,0.96,True,0.5682879751050174,0.748326254990232,0.7755924091642858,Priorite haute
q-olive wood cheese board natural shape,olive wood,46.8,1,1,152,40.29213157894736,1,0.3114754098360656,0.16151710034958527,1.0,1.0,olive wood,0.94,True,0.8609429854274441,0.7100095718291631,0.7753912948757902,Priorite haute
q-dinnerware sets round serving deep plates and bowls,handcrafted ceramics,43.68,1,1,262,31.49497709923664,1,0.5368852459016393,0.3868878035847466,1.0,1.0,handcrafted ceramics,0.745,True,0.7210388593909749,0.7973638311850832,0.775203701356442,Priorite haute
a-gommage eucalyptus / huile olive,cosmetiques et soins,13.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.4792877111691581,1.0,1.0,cosmetiques et soins,0.915,True,0.6760010189022986,0.748326254990232,0.775113713544014,Priorite haute
a-savon caviar royal,cosmetiques et soins,35.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.40191763291339394,1.0,1.0,cosmetiques et soins,0.9,True,0.7133086684428462,0.748326254990232,0.7750944784980687,Priorite haute
a-coffret eaux de bain,cosmetiques et soins,35.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.40191763291339394,1.0,1.0,cosmetiques et soins,0.9,True,0.7133086684428462,0.748326254990232,0.7750944784980687,Priorite haute
q-olive wood appetizer dish with 6 sections,olive wood,56.16,1,1,152,40.29213157894736,1,0.3114754098360656,0.39382051545575414,1.0,1.0,olive wood,0.995,True,0.7174524904112335,0.7100095718291631,0.774792245374169,Priorite haute
a-gel nettoyant,cosmetiques et soins,9.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.639506864638713,1.0,1.0,cosmetiques et soins,0.94,True,0.6099395016686089,0.748326254990232,0.774757561820645,Priorite haute
a-savon huile olive,cosmetiques et soins,9.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.639506864638713,1.0,1.0,cosmetiques et soins,0.94,True,0.6099395016686089,0.748326254990232,0.774757561820645,Priorite haute
q-plateau mayo ketchup – flowers,handcrafted ceramics,35.88,1,1,262,31.49497709923664,1,0.5368852459016393,0.13922927290016582,1.0,1.0,handcrafted ceramics,0.68,True,0.8777864331507861,0.7973638311850832,0.7746284587324233,Priorite haute
q-olive wood candle holders 10/5cm,olive wood,24.96,1,1,152,40.29213157894736,1,0.3114754098360656,0.3805242015648087,1.0,1.0,olive wood,0.99,True,0.7243625275576562,0.7100095718291631,0.7742332490888113,Priorite haute
q-handcrafted olive wood round dish,olive wood,24.96,1,1,152,40.29213157894736,1,0.3114754098360656,0.3805242015648087,1.0,1.0,olive wood,0.99,True,0.7243625275576562,0.7100095718291631,0.7742332490888113,Priorite haute
a-savon argile rouge,cosmetiques et soins,5.5,1,1,193,24.965803108808288,1,0.39549180327868855,0.7796986239245736,1.0,1.0,cosmetiques et soins,0.955,True,0.5618928882435218,0.748326254990232,0.7737029004781363,Priorite haute
a-crème camomille éclaircissante,cosmetiques et soins,50.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.0027394584242248,1.0,1.0,cosmetiques et soins,0.98,True,0.4993160721898443,0.748326254990232,0.7736952188727686,Priorite haute
a-crème apaisante,cosmetiques et soins,50.0,1,1,193,24.965803108808288,1,0.39549180327868855,1.0027394584242248,1.0,1.0,cosmetiques et soins,0.98,True,0.4993160721898443,0.748326254990232,0.7736952188727686,Priorite haute
a-huiles vierges,cosmetiques et soins,9.0,1,1,193,24.965803108808288,1,0.39549180327868855,0.639506864638713,1.0,1.0,cosmetiques et soins,0.935,True,0.6099395016686089,0.748326254990232,0.7735075618206451,Priorite haute
q-handmade tunisian palm fiber and leather small bag with brown color,accessories,78.0,1,1,154,101.48167532467532,1,0.3155737704918033,0.23138832718479385,1.0,1.0,accessories,0.975,True,0.812091505111312,0.6752717159889291,0.7731282478072776,Priorite haute
